Tweet,emotion
"interesting that we,an Authentic Afghan Restaurant,R getting calls from the media over resent tragedy that happened in NJ@latimes @NBCNews",other
"@BlurtAlerts 'the darkest of nights can be bright, the solemn of faces lights up with a smile'. -@Totemprince believe in me, as I do in you",joy
@JankHambrams You sound like my husband @Enistachia ... he makes hotter and hotter sauce - the fiery torment brings him mouth-joy! 🔥,joy
"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",joy
what happened to breezy,other
I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia #anxiety #notfair,sadness
"@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!",joy
@WunderlistHelp are you guys still down? When can we go up? ,other
doese reading help depression or is it another form of escapism,sadness
a #monster is only a #monster if you view him through ,other
@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,anger
Good morning! Welcome the new day into your life and your heart #mindfulness #smile #zen,joy
@PixelMonsterYT @TeamGE0 @IZEDEPTIC @ztumtum @CrimtideTV @LtGrandslam @Slinkercorn Bahahahaha Dean looks hilarious and damn I got fat,joy
"Wanna pop some pills, sedate myself, and wake up tomorrow.",sadness
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. ",sadness
Recommended reading: Prisoners of Hate by Aaron Beck ,other
"@NebulaJoker No, they aren't. Episodes are animated during the week before they air.",other
@TDsNation only good thing in madden is DC,joy
@indermethil True. We were rejoicing the fact that we signed a quality young CB but we need one more at least. @MarcBartra ? mebbe :P,joy
"@Felisariel Your stomach growl woke you up, huh?",anger
"@erickogi @citizentvkenya @OfficialJMbugua but at what price. The near misses are too many, am afraid it may translate into something else",other
@Samkingftw ew omg that is so grim,sadness
That's an awful miss from Rooney.,sadness
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",anger
@nerdist How cool would it be if @StephenByrne86 animated the scene,joy
I wanna go to fright fest with squad,joy
#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O,sadness
@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger
BLUES with BOB HADDRELL &amp; Guests\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells,joy
"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",anger
I know this is going to be one of those nights where it takes an Act of God to fall asleep. ,other
@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming,anger
I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger
*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,joy
i am SO anxious all the time leaving the house is horrid,other
I don't get that my parents literally don't see how unhappy I been lately,sadness
"@BeenishParvez salaams ma'am, how r u ma'am? May ALLAH protect u from sadness, illness, harm &amp; nazr-e-bad. AAMEEN. Stay Blessed ma'am.",sadness
@CapehartJ agree!  Those latest polls #alarming,sadness
@Hannahcolleen06 I have 12 &amp; that's the only one I didn't like 😂 mine comes out patchy. It's the only dark color by her I have tho.,joy
Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!,joy
It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO,joy
I'm a cheery ghost.,joy
Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,anger
Do you think humans have the sense for recognizing impending doom? #anxiety,sadness
"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",joy
@LanaDelRey @Ocelottacash tfw ur fans panic cuz they think u cut ur hair,anger
Sanatana Lopez is definitely me 😂 #glee,joy
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",joy
Could not be happier!! #happy,joy
my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,anger
"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",sadness
Scott Dann injured aka my worst nightmare,sadness
Wow just watched Me Before You and it was seriously one of the most depressing movies of my life,sadness
The war is right outside your door  #USAToday,other
@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,anger
"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future",sadness
No one wants to win the wild card because you have to play the Cubs on the road. ,joy
Last @LGCanada product I buy - I promise! Absolutely #terrible #CustomerService,anger
@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,sadness
"@OutlanderHome if not filming, @TobiasMenzies smile! please. :)",joy
"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",joy
"@scottlocker220 Thank you for that, the notification came in the nick of time to cheer me up - have to re-tweet",joy
"Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI",sadness
"If i start growing out my mustache now, I can be Pablo Escobar for Halloween!!!",joy
"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪",sadness
"@shimian lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment #shocking",anger
"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",joy
ya girl is #bitter,sadness
Oh daaaaaaamn @SophiaBush! #getitgirl #girlpower  #rawr #ChicagoPD,joy
@Mista_Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror #takeabreak,anger
#Sports Top seed Johnson chases double delight at Tour Championship,joy
"Accept challenges in life, so that you may feel the exhilaration of victory.",joy
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness
@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!,anger
@questlove when are people going to realize that these 'riots' are just perpetuating hate. Saying you're going to boycott a city!?! #lost,sadness
When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness,sadness
Got paid to vacuum up rat poop. (-: never a dull day in the biology department ...,sadness
"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",sadness
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered #shocking #badservice,sadness
i am about to find the sadness in graham's lyrics,sadness
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good 🤑,joy
"In the name of our Lord &amp; Saviour Harambe we pray, bless all apes across the world.\n\nHear our solemn oaths and pardon sympathetic hominids.",joy
"@chutneysupercat hi lovely brownie, MM is calling me tuppytupperware.. its awful",anger
@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying,anger
Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,sadness
@billie21806 @cnnbrk tell that to your bodies cheering on the deaths of black people by cops. their fear is killing us.,sadness
I hate when it's gloomy outside because it always gets me in a depressing mood,sadness
@5SOS I swear I will not go mourn because😭😭💔💔,sadness
The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes,sadness
"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the .",sadness
Congrats to #Nicole #bb18 ... Fix that nose now 😒💁🏻  #petty,joy
@captainzee44 yup. He can celebrate and no he doesn't hesitate,joy
Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day. #laughter #challenge #kashmir #baloch,joy
Oi @THEWIGGYMESS you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓  hahahahahahaha,joy
why do i have such a thing for dark curly hAIR,other
i'll get my revenge soon,anger
one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome ,joy
Where are some great places to listen to blues? #nightlife #NightLifeENT #blues #jazz #gatewayarch #stlouis #washingtonave,joy
"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.",sadness
@_stfukohle it's ok champ you'll make it I'm cheering you on from a far,joy
How can America be so openly embracing racism. ,anger
@LethbridgeCity I love how playful you guys are becoming -- both on- and offline! 🚗 🚕 🚙 #beepbeep,joy
"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying #irritation #weirdsmells",anger
"@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",anger
"@mylittlepwnies3 \n&gt; #terrorism coffee addict\n&gt; blocks cats, writers, artists and hedonists",other
@ErinAndrews I ❤️you on DWTS You make my night every show! 😘 #hilarious,joy
I hate having ideas but being too afraid to share them 😔,anger
Icon is pochama.\nHe is very cute and easily elated.,joy
@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry,sadness
I just killed a spider so big it sprayed spider guts on me like a horror movie.\n#ugh #revenge,anger
Connivers blind to existential fury,anger
@CornerBakery Sorry I missed you :) I stayed up late working and pondering life,sadness
Have the producers of @soverybritish ever been outside of their country? These are universal problems. #worldwide #anxiety,other
"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",sadness
@JaredWyand Maybe if it was transgender the media would cover it ,anger
@sarahhiggins90 @lokiscottishrap So much animosity towards Loki who is fighting the same battle as you. Surely not the best use of energy.,other
Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅️ #chirp #appsworld #socialmedia @DanielFeuer merci🎈,joy
"Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace #hilarity",other
Boycotting @DunkinDonuts till butter pecan comes back. I am furious,anger
This maybe a new start but it will always be align with the end.  #forward,joy
THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP. ,anger
its been ages since ive had shawarma my stomach is ,sadness
@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.,other
"and I think some of our most spiritually weighty experiences came, counterintuitively and recognized in hindsight, in levity and daily grace",joy
"Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me",joy
what does everyone have against sparkling water?!? such a bomb drink when you mix it with stuff,joy
@ajjaffe @MattMurph24 @nickspencer I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?,sadness
I have a job interview with @BarclaysUK in Loughborough next month !!!,joy
To com sede de milk shake,other
"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",joy
On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO.  #censorship,anger
@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.,joy
The best revenge is massive success. –Frank Sinatra,anger
Epicurus~ The man least dependent upon the morrow goes to meet the morrow most cheerfully.,joy
"@HomeSwapperteam  Spent months arranging swap , new jobs etc, now I've found out she's been leading me on a merry dance. #fuming with her",sadness
@carlymarierozy @makeupsue it's sad but now we are making our own children vulnerable to the same terror.,sadness
I bet @mmunro91 is fuming with our draw 👀,anger
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent",joy
Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote,other
First College Math Test tomorrow ,joy
"Awe produces gratitude, gratitude instills joy, &amp; the harvest of joy is contentment.' \n\n–@PaulTripp #awe 😭😭😭",joy
I can never find the exact #emoji that I'm after at the exact moment that I need it ,sadness
sixth form has destroyed my glowing skin im fuming,sadness
I Don't know what make #Pakistan fear more their #terrorist or their  #TerrorStatePak,other
“The essential Saltes of Animals may be\nArkham’s large outfit from any effects he\nI rejoice that you continue in ye,joy
@URClassless I think that yawning actor died of a drug overdose. ,sadness
"340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots",anger
This uber driver TRIED it with me &amp; he'll feel my wrath,anger
"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy
The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,sadness
"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger
"Kernel panic = sweating, sneezing, hiccuping, snot, tears, crying. Clearly my body has an issue with chilli.",sadness
"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.",other
Never a dull moment when talking to Nell 😂😂😂😂😋,joy
@xmaseveevil1. #MSM is rejoicing that they've fooled us with these body doubles for so long &amp; now her death is a secret. Just like Hawkings,other
"I feel so blessed to work with the family that I nanny for ❤️ nothing but love &amp; appreciation, makes me smile.",joy
@peacexxanna your nightmare,anger
Loving  #Pitch so far !! 🤗🤗🤗 @PITCHonFOX @Global_TV #chills ,joy
"its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋",joy
#Appreciate what you have &amp; enjoy your life. \nUse your #smile 😃 to help others use theirs. ☺️,joy
What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless,sadness
Men in rage strike those that wish them best.  #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger
@madisenrb she's so sweet &amp; playful 😍,joy
@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,joy
I hate freaking out and ruining things. ,sadness
On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner #terrible,sadness
@Aurena1701 @AngryOrchard he didn't sting me luckily. He just flew off happy and drunk. Lolololol,joy
My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday  #funny #laughing ,joy
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli ,sadness
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny  #lol",joy
"#FF @ElizaNealsRocks Love &amp; support, always!! Eliza Neals ROCKS!! #blues #music #friends 😎🎸",joy
"Okay you've annoyed me, you haven't done a good job there at all. ",anger
@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,anger
@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain,anger
Some People hate nothing more than a happy confident person. Never mind #happy #confident,joy
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,anger
All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,anger
I #rejoice in following your statutes as one rejoices in great riches. -Psalm 119:14 #TheBible,joy
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed ,joy
Town is lively. Something happen?,other
Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.,joy
"Ive learnt that a #smile and good #morning goes a long way, and saying #thankyou goes even further.  #quote #retweet #inspire",joy
"Not written for African-American\n\nNo refuge could save the hireling and slave\nFrom the terror of flight or the gloom of the grave,",sadness
Is that hurting..? [Features get a tad somber while attempting to sense @MischievousTyke's temperature],other
"Never switched up, stayed down this the same person since day one.",joy
0 excitement for this weekend just pure dread,sadness
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,sadness
Greatest sign of trust is me giving you my laptop or phone without hesitation,other
Stk is expensive but i'f rather take a bigger female there than tiff. You all see how slim she is and how she loves to eat.,joy
@jamiesmart Huh! It's always my fault isn't it &gt;:(  #sulk,sadness
Just died from laughter after seeing that😂😭😂😭,joy
Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck,anger
@p_dortch7 I make sacrifices to make you happy,joy
Has anyone else had a bad experience with Poundstretcher? #nightmare firm,sadness
Sometimes the support network is causing the damage. \n\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore,sadness
I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage,anger
@MacDsmash you should get some @SSB_Swedish delight,joy
Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,sadness
These people irritate tf out of me I swear 🙄 I'm goin to sleep ✌🏾️,anger
@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger
"@groovydadad @MHChat 🙂ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness
Someone throw a snap dance party for LO. Rest Up big Homie 🙏🏾,joy
“Dyslexia is the affliction of a frozen genius.”― Stephen Richards,other
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted ,sadness
#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily ,joy
@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,sadness
@Owlman2011 @charitypricey @jon_newsome @PRAWNSANDOWl @smith_alister @MikeConnelly9 average 22000 for the massif... #shocking,anger
That was a lovely story to actually see Ruth and hubby who won the cashcow @sunriseon7.It was so funny when she left the phone #happy 😊,joy
#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #terrorism #race #riots #GasCrisis2016 #NoDAPL #rape,other
"@MacEngelProf as a fact for levity, movie theaters on Post actually did play the N.A when I served; was the best part of movies like TheHulk",joy
@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic,sadness
"@JonRiley7 #VoteYourConscience or succumb to #fear? 'He is #scary, he is #dangerous!' -@HillaryClinton's #alarmist #PATRIOTACT platform.",anger
How's it possible to go from cheery earlier to the worst mood possible now🙄,sadness
@hamzakhawaja99 just die depression.,sadness
@GrimsToyShow @hunna_chunna you got hacked on your gaming channel grim by evil wood clowns yesterday September 20 and September 21 today,anger
I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes,sadness
"i might have #hysteria ,i don't kno if it's just #anxiety or both,..need a diagnosis cuz somethin' is messed up,need ert bu i nvr come out",sadness
Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael,joy
It feel like we lost a family member🙄😂,sadness
Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert ,joy
T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 #nervous!!!,other
"By officialy adopting #BurhanWani, a #Hizbul terrorist, #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA",anger
Go follow #beautiful #Snowgang ♥@Amynicolehill12 ♥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday,joy
@aIakazamjackass been better. It's really stupid don't worry,other
I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,sadness
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me #frightened,other
I'm so nervous,other
@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n,other
My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression,sadness
@komal_sidhnani true...\nThey r burning with other's pleasure!\nPpl in true love happiness everywhere _😃,joy
"@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.",joy
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. ,anger
Candice's standing pout face aggravates me every week,anger
Research has determined 70% of #laughter is actually #anxiety.,other
When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger
@lizbon @anomalily @gerikkransky Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn...,other
"@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. #panic",other
"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",sadness
That goes the #alarm,other
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad,sadness
"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father",sadness
"@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left.",other
"“Optimism may sometimes be delusional, but pessimism is always delusional.” —Alan Cohen #believe",other
@JuliaHB1 Bloody right #fume,anger
Do not grow weary of doing good' a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful,joy
The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?,other
"Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884",joy
I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt #horrid,anger
"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",sadness
"@WalshFreedom sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored",sadness
"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",joy
Get to work and there's a fire drill. #fire #burning #outthere #inthedark,other
"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming",sadness
Well i did hear once before that girls are attracted to men that look like their dad!  👌 #serious,other
Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute,joy
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. ",sadness
“Winners are not afraid of losing. But losers are. Failure is part of the process of success. People who avoid failure also avoid success.',other
Why would Enrique sub off busquet? ,other
He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh #raging,sadness
“The immense importance of football is sometimes scary. When you don’t win you are responsible for so many unhappy people.” - Arsene Wenger,sadness
and apparently he's supposed to have a Scottish accent??? I'm ,other
"Only God knows why things happen, sometimes it's just hard to understand.  #prayingforyou",sadness
@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. #bitter,anger
@OpentheDoorRadi thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic,joy
#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress ,joy
@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated,sadness
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,anger
Stuck in a infuriate scrum about hegemonists.  #scrum #scrum #Stuck,anger
and for inconsolable Oxford academics - 'Brussels should just ignore the #Brexit vote and tell the UK it can't leave the EU....ever....wah',sadness
I can't mourn Kid Cudi cause we have Travis Scott...,sadness
@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,sadness
"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful",anger
Trying to make a #better_world is #depressing when it's a #failure -__-,sadness
"@TenPercent @emmajtracey @MetroUK not at all surprised unf, getting partially sighted Mum &amp; pushchair on trains a nightmare #ignorantpublic",sadness
@bradshawjp Sweet! #optimism,joy
yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?,other
Rap that will Cut other raper's throat. Who said that? @Paedeezy #badd #wicked. #bright city lights,sadness
@BokuNoGio AND his momma was worse than Tony sopranos momma #wow  #history #major,anger
Didn't concede yet but having a nightmare at the back #MUFC,other
My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! ,sadness
"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer",anger
@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF,other
"Pops are joyless, soulless toys which look nearly identical.  They are the perfect expression of consumerism.  'I enjoy this franchise'",joy
@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact #shocking,anger
Looking nice forward to playing at Paper Dress Vintage in Hackney this evening - get there early as I'll be on at 8pm! @paperdressed #blues,joy
Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited🙊,sadness
MY CAR IS DENTED FROM THE HAIL sad,sadness
Most people never achieve their goals because they are afraid to fail.,sadness
Seeing huge or really full  backpacks on people fills me with anxiety,other
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,anger
"@Sirenja_ @JaxOfBo (like, hope i didn't offend with my commentary - it wasn't what I was intending!)",sadness
@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. ,sadness
I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩,sadness
"@MoviesTVNetwork Wow, did you get a really good buy on a bunch of '70's movies? There were bad then and are worse now! ",sadness
A hearty Jonza! to all my friends and follower.,joy
The boys rejoice as badger corner has been reclaimed for our first social of the year #cluboftheyear,joy
"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*",joy
People who cheer for sports teams completely outside of New Jersey or PA piss me off,anger
Accept the challenges so that you can feel the exhilaration of victory. -George S. Patton,joy
"@esanderc @MrsFridayNext It is very specific areas only. I care like 0% about clothes, much to my mother's dismay.",sadness
Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!,anger
"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ",sadness
"@Varneyco @SheriffClarke I agree. Rioters destroy property, injure citizens, and threaten lives. We need a zero tolerance policy on riots.",anger
Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂  #suchagirl,joy
"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. ― W. Somerset Maughm",sadness
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism",joy
Skydive booked 😁😁 #nervous 🛩,other
"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",sadness
"Just Laying Here, Can't Sleep 4 Some Reason ",sadness
"What we think, we become. -Buddha #recovery #addiction #sober #sobriety",joy
"@MalYoung @AngelicaMcD I hope to now see some levity, light, romance and happiness come Stitch and Abby's way after such a long hard road.",joy
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,anger
"Be strong &amp; courageous. Do not be terrified or discouraged, for the LORD your God will be with you wherever you go.",joy
Heyyyy warriors!!!!! #anxiety #panicattacks,sadness
@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything,anger
@THATSSHAWTYLO passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club. That's rough stuff,sadness
@UnknownAndYoung — a low growl escaping him. Oh oh.,other
TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,joy
Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!,joy
@MetsProspectHub @brianpmangan taking offense to acount...he ranks 32 of 36 over last 2 years by SABR,anger
Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations,anger
Gonna be a loooooong year as a Browns fan. Longer than normal and that's ,joy
Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ #smile,joy
Lisa: Getting what you want all the time will ultimately leave you unfulfilled and joyless.,sadness
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed,sadness
"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested",sadness
