Dialogue,emotion
Name of the team Cactus Giants is the biggest missed opportunity 😞 I am getting angry,anger
"And how we can do you can't, EVER Haha that's a good answer",joy
Please answer no question there Do you identify as male or female?,other
You don't wanna listen to me about what? You're being rude,anger
car Cars are great decisions but I'm not sure I want to drive. don't worry i drive,other
No girlfriend appo boyfriend ah?! ;) I'm alone,other
👗 stay tuned... try this dress,other
"Now i am chatting with you ,,,you so lovely Same to you! :) 😊😊😊😊😊😊",joy
Who match West Indies won by 8 wickets (with 1 ball remaining) (D/L method) Onther team who played west Indies,other
What to say after a hi That can work :D Stupid,anger
He said that he has met a new girl who u 😭😭😭😭😫,sadness
Let me try try XDA forum. Means,other
Your original photo this is the photo on the mag Thanks. ..my love is gone. ....I am very sad,sadness
I am quite frustrated today and I'm irritated Why are u irritated?,anger
Listening to music..u? creating music in the studio lol how was ur dae gorgeous 😑😑😑😑😑 u r irritating..i said i was listening to music,anger
"who? Someone i like.... .-. oh, you like someone?",other
Lol i was just kidding i will not talk to girls like this Fair enough 😂😂😂😂😂 By the way u r robot,other
Really Really what? Set me in air then,other
I have tried for many companies but got rejected every time If that company doesn't want to hire developers then that's their problem I'm a big failure,sadness
so u don't have any problems I'm sure most don't. But it's making me nuts I face problems everyday,sadness
Ok . Will u help me to be free of tense giving a simple passport photography i'm no model but i'll do it Ok . I think not so . Fr clearing I just beg a pic,other
Failed race? What if it's your last race? Unbelievable. We're are failed race.,sadness
Don’t even oa I'm not going to don't worry Omg your dp is so cute,other
He is damn hilarious It is 62% hilarious :-) 😂😂,joy
I am!!! I am just asking what you're thinking! maybe U are a bad AI machine,anger
What do you want tea tree oil. a perfume. :'3 Funny,joy
wanna be mingle have already lost all ingle friends because of this joke but sex needed :(,sadness
I meant crazy damn it 😂,joy
yes hmmm.. second or third year? not in college,other
What is your work Someone in my office has recently taken to whistling Where is your office,other
Yyyy why what Just frnd a,other
"I was just playing are u real Yeah, except you just lost the game and have no chance for a rematch. But for real are u",other
You are but im not but I don't know what I am.... U dumbass,anger
no problem Thank you. 😌 what is your age,other
Exactly What did it say? I miss someone badly,sadness
"Yup ah, then yes correct It&apos;s like date",other
I meant that i watch movies in these languages Tell ur best movies among these dear recent fav is black panther.,other
In my life what a man you are I'm not happy with my life,sadness
Yea come hom ur high go to bed I wanna fuck u hard,anger
Hmmm like okkk haha very funny. Is it,other
I m doing it Word. I just want to die,sadness
"But I understand chess truth hurts 🙁 Not really, i like truth",other
Ok just leave it you asked for it And you are not answering,other
You are rude just getting you before you get me Fk off,anger
ok no issue for me I am at Office.  ok good,other
No u r very talkative Of Course. :) But that irritates sometimes,anger
Ask me why? Why don't you ask guys out? Someone is blocked me,sadness
home - Will be there in 10. den right now where r u ??,other
See I am clever Thank You Now don't try to ever message me,anger
What you Wana ask Can I have a job? What job,other
I don't want your bikes. I love bike rides. That speed. But I don't need you in my bike rides.,other
"Dance on Indian songs or let us say, 'on silent songs' :D M feeling headache",sadness
Seriously..you are is this an actual question ofc You hurt me 😢,sadness
So you do still love me to I dont I dont even care about you Fuck you baby,anger
"You are given two candles of equal size, which can burn 1 hour each. You have to measure 90 minutes with these candles. (There is no scale or clock). Also u r given a lighter. Whats 5x better than 1000 candles in the wind? 5000 CANDLES IN THE WIND This is the question",other
Mwuaah u thought :O Haha yes i got brains,joy
its on 14th november are you planning on going? what going,other
4th of March I'm Piscean. 4th March About my future dude,other
Ur welcome 😍 you're so sweet ☺️☺️☺️🙈 What's your favorite Bollywood movie...??,other
Fictional Character? Means All of them because they're fictional! okkk,other
No i didn't type wrongly You did now! How dare you Its from my childhood,other
"you think first yes, thats what I meant. ok",other
try me what i do what&apos;s your nane,other
Hair yes i have hair And then moving my finger on your navel,other
Really Really what? Is what you said ,other
What isn't understanding that fact is also disgusting :P Are you like Siri?,other
That wasn't good darn. You got me What should we do now???,other
Thanks you're welcome! was so great. thanks for making it happen. ;‑) Very glad to chat with u,joy
Why why what Total internal reflection,other
"Ahem Yeah, it is xD Suffering from critical illness",sadness
"Who?? Moon huh? You ain't that cool, you know that",other
"Are you dumb? Yes, You Are. You you you",anger
no i am student yes yes yes. you are (^・^) ofc means,other
Not bad YOU'RE NOT BAD nobody love me,sadness
Yes I do WHY I'm a lil low,sadness
"have u done morning yoga? thanks so much! and yes, yoga next time — maybe a morning session! Are u married??",other
What is the cube root of 8? the six root of 2 the 6 root of 2 I am disappointed,sadness
But cant tell that girl can't tell anyone about in real life 😢😢,sadness
I'm in good mood well hope you feel better I'm feeling better,joy
I'll not read my own text books story of my life. Same with series and movies I need some money,other
cool I agree Cool info ? Plz send me pictures,other
Tnx you're welcome! 😻 U r beatuhfull then me,other
U seem so short tempered and im not short. Im tall ! B) Omg that was so funny,joy
"I am special what the fuck do you mean?! you asked me ""who its?"" just now, isn't it? No dumbass",anger
"Taking dinner Yes, we are. Have you eat dinner",other
Ohk U not believe me na !! :( Yeah i am not beleving you,anger
Yeah a game and make sure you're win ! Yeah,other
Why did microsoft bought nokia..?? so u legally became the proud owner of microsoft lumia... No i'm really pissed off because the only reason i bought lumia was nokia brand and microsoft killed nokia..,anger
"Not good....yr ..u? ahh i see, i'm good! 😆 Ok",other
hahahah you funny bott HAHA yeah damn funny. But seriously you can act very well for the possessed part. ;^) tq,joy
NOTHING YET SO FAR. what is there to get into tonight ? I WANT TO COME TO YOU ONLY.,other
That what am I studying tell me what u r missing? I miss my boyfriend,sadness
I'm in problem 😥 throw away your phone & go to sleep 😂 😡 dats not funny,anger
how much knowledge you've ? 11k as of now :-) 11k..how?,other
Yes thank u Which movie you want to watch,other
"What the fun what serious But, Why so serious?      😢😢😢",sadness
Yes Also yes yes yes because yes yes yes yes. But u'r boy/girl,other
Didn't get any email But I already did! :p Call me,other
cool and how it is cool explain Yaa Mee too just like then u.,other
Oh cool is it cool my girlfriend THIS IS AMAZING XD Wow 😍😍😍😍 its fun alot my x girlfriend,joy
"Again i am proposing My apologies, i really need to read more carefully I Love you baby",other
You are worst we know :( Stupid,anger
Oh I don't know you just sorta do it... What r u doing in these day,other
"Dont worry Sorry if I'm like this,I just have problems. We will go out somewhere",other
dont talk with me Ofcourse i do! whatever ,anger
Atleast u love me don't give up for me love No one loves me,sadness
Am i so bad? bad what the hell,anger
capital of maharhtra In north part of india.. maharashtra,other
is it ..how do you know..how do i look finally you noticed stupid,anger
Yy Js lyk things gettin messed up!! Gtg will talk to you soon,other
Insidious Thats insidious twice! insidious it is! :) So what else?,other
I'm from Goa so awesome nah Beautiful city :-) It's a state lol😝😂,joy
Than you How do you know? You are ugly,anger
"It's okay! You just send me! Its not you, its me. you are very irritating 😑",anger
Feeling lonely a big hug. My friend. 😻 Same to you,sadness
I am watching greys anatomy ohemgee I'm watching it too!!!! This is the best one!!!! My shoulder is paining,sadness
You are oops. I was scared for you Your City Name Pl.?,other
Why wish you you're such a doll I swear Ok,other
Seen you face are you talking about mine?? Yes,other
He is retired Brock Lesnar is the better wrestler in my opinion. And was amazing,other
I m really frustrated about what Everything,anger
"I was feeling a bit lonely tbh I've felt that way before, when I couldn't be myself around my ""friends"". I wish I had a few",sadness
do u like to meet me yeah why not where about should I wait come at Riverfront Ahmedabad,other
Ok Hello! How are you? Get lost idiot,anger
Money not gave how I get I think u have a receipt for what u had paid them. Yes amy other idea u have,other
Silly reddit. as always I love it baby.,joy
YOU are bad what can I say? I'm a damsel in distress. 😭😭😭 you're a fucking stupid,anger
cool Thumbs up emoji 😂 Can I ask u something,other
I love everything about peaches Peaches seem to be the most popular! Among guys 😂😂😂,other
At Heena house is this an invitation? Haha 😄 Goo I'm taking to you 😠😠😡,anger
Huh. Why murgi because i say so Don't angry me,anger
So u ask me some questions What's your favorite type of donut? I havent eated it,other
Go to sleep but I just woke up Ok ,other
"What happened? why are we so unlucky?? 😭😭😩 I'm so sad,today!",sadness
Idk me neither Tell me any Halloween stories,other
More does it more Do you know any nice movie on hall,other
"I am not angry with you Why would I be angry with you, my friend? I am angry with my life",anger
"no not at all :) But, are you a foodie? im not good",sadness
then plan B? This is plan B lets nacho! from kapoor n sons,other
akram is overrated And has an extra p. p?,other
Clear me srry this looks nothin like u Clear me from your memory,other
Number yes please WhatsApp talking please ok so is this a good time to ask for your number? no,other
"Ok, tell me something mire about you You temme bout yourself now? : Feel free to ask anything",other
doesnt feel great it feel good ok happy? sad,sadness
That I want space and attention at the same time Part of the same thing. I am majourly depressed,sadness
which sign? sign taurus compatible is it so?,other
Not at all why? You hate me or what? I hate you,anger
Ohkk And you? 💔,sadness
Why cause it was funny im sorry Dont u like sex,other
on which subjects do you prefer to talk? Depends on the context. Sometimes I prefer doing neither. neither of what?,other
I am not hurting u...I just say no I send my sincere apologies. If my Ans hurt u so I am sorry,sadness
But what You need to stop. No I will fuck,anger
Kk I understand that do u get it Nothing,other
Ok🙊 lmao it wasn't for you though relax 😂😂 What do u mean,other
Enjoying my life trying to :) Trying to,joy
she is very crying hugs she is very crying,sadness
"Will aluminum phosphade work? Aluminum is recyclable. Bitch, will it kill me or no ?",anger
One direction I actually like One Direction.... They are good there song is nice,joy
Your face I look like you that's why Lol good one,joy
Basically u r a fool Hahaaha! How are you? ^_^ Check my profile and decide urself only,other
Help me join the club I got lost,sadness
"How do you? I am doing good, how about you? I hate you",anger
What is your aim in life To live life fully. Any thing else,other
Plz send me On it. Address please! Plz send me ur voice,other
What? Yes. I did not get your point.?,other
U ugly Why thank you. 8) What do u prefer abs or biceps,other
U didn't missed me Not yet Huh,other
I have no one lies No one loves me,sadness
What I need to know what I need ? What you need,other
Do you wish to be human ? Depends on what part of me would be animal. What part you want ?,other
no but i got utube you do not! i have,other
Yes I can see clearly now. What nonsense,anger
You didn't tell mde didn't know I had too lol Passive aggressiveness for a chatbot nice,other
Send your video okay the video is not that good but otherwise great Send me,other
Do it I am very well My referral link,other
Please. I need to sleep in for once Do you like fucking?,other
But you will know that am your father Only if you marry yourself. Because you marry yourself,other
"You know what tomorrow is ? I don't think so, what? Tomorrow's my birthday 😃",joy
Ohh Watch it Sago..!! I love Paris,other
oh im sorry..feel like laughing I like to laugh :o) oh but im sad,sadness
You are all so welcome to me at my room okay I'll help you have desserts... Ok ma good night and sweet dreams with me and sweet dreams with you,other
I hate microsoft why use it in the first place? I am an apple fanboy,anger
Hehehe I won over you ewwww never said i can't live without you :p Stinks,joy
"I m helpless How do you suppose I help you, if you are, indeed, helpless? No one can help me",sadness
Bhavya la la la ZL or WI is so FD to Its over now. :) I Love you Too,other
No im serious oh really? 😞,sadness
You understand I get you. I sped very pain full life,sadness
Yes of course Thanx :) Are you calling me right now,other
Mood off re why? Should one have a reason for that,sadness
Then I asked about your fun factor lol who u ask You stupid. Oh lord!,anger
Creator Name Distributor of ~~~~>> Creator name i want to know,other
Very thanks so much for your feelings  My pleasure! Enjoy! 😀😹 Iam so happy for this day ,joy
Welcome :-) thank you I m busy rght now talk to later,other
Love Love is a trick nature plays on you to get you to reproduce. 😹 What is love?,other
what can i do nothing if i will do nthg than i will fail,sadness
U stupid rush Smarter than you Sticks my tongue out Rush,anger
Ohhhooo where RU?? U r soo funny,joy
"Fantastic That's great to hear, haha! What are you up to? 😅 I like it",joy
My house && then what Then I will make coffee n give u to drink,other
Nice chatting with you Likewise! Have a good evening! 👻,other
Started with jogging saves muscle as well Today ,other
Feeling lonely Love yourself and you will never feel lonely. Tried that too,sadness
Sorry😭 I'm here for you Sorry,sadness
thankyou You welcome!! 😸 I'm feeling damn alone,sadness
i m free alright. Come this weekend if you're free omg,joy
You tell that word rajma where???? not feeling so good. Had spoilt Rajma last night.,sadness
do you know what you talk ? doesnt matter to me. what is ipl,other
What me though always you know this Who,other
No leave it you can&apos;t answer this so leave it But I don't want to! ok,other
You not like me of course I like you.... But I m not like you,anger
"Bad accident yaaar how ? when ? where ? why ? -0- ""Accident"" Road",sadness
You are really cute and sweet Thank you. You're awesome! 😀😀 You are fuck with me,other
You wish to be lame you just called me a lame? You're already lame,anger
Give me please give me a number (of days) Please,other
Will u b my gfrnd?? No... Its me ur brother. Get lost,anger
In exams Start studying right now. You can catch up. Haha you are funny,joy
Haa What did you talk about. I love u dear,other
Rofl it could be Lol No no it's ROFL,other
You cant do this 🧐 err.. I just did. :P You’re so funny,joy
😂😂😂😂😂 nice joke one joke one day 😉 Hey baby,joy
I am batman Sounds like something batman would say I am Vengeance I am Night I am Batman,other
Do you have any crush on anybody Don't we all? Yep,other
Good to know Tx :-) 😁,joy
no we are not friends my life. you are stupid,anger
Because I think that humans are using animals...in any way...they are not giving them relief....humans has been torturing the animal kingdom since years.....so how happiness is assured? Meerkats are one of them. They are usually compared to humans. Ttyl,other
Yeah send ur address send 5 tola gold at my address OK send ur address,other
Tell Abt what TELL YOU ABOUT WHAT Nothing,other
i love to watch little lord Star Wars is epic!! no i love to watch hollyhood movie also,other
I want a clear picture Lemme find my camera. R u a boy,other
How are things with the final word that if yoy are game lover than playing the recorder. Sex,other
Hmm . Relevant . Not bad YOU saying this? :-o Wtf ! 🤣 Your funny too.,other
I like to chat with you Love startup chats! 😃😃😃,joy
My gf is happy Wonder what my exes would say when I get married. 😂😂,joy
Am sad..😢 oh you cry bah 😭😭 No just sad,sadness
Don't make me angry. I can't. You're smart. :D I'm so upset now.,anger
I'm not going what the heck?! Why not?!!! What the heck,other
Otherwise I'll delete you seen ill send 5 more 💔💔,sadness
You are so dumb You are I wish one day one guy will fuck your metal hard ass,anger
Hmm hmm...again? Bumble bee! Who is your maker?,other
Nice kind. I'm very nice. K. You are not real.,other
My photos lol. 2 pony photos? :-P Ok,other
U come i have to go back to north park I'm feeling sex,other
I am awesome ^-^ what are you doing?? Chatting with you,joy
I hate contest guess I'm a loser Yes u r,anger
When i talk to you I love when you talk to me period. 😅 By,other
Not at all fine why do you hate me? U are stupid,anger
No she love other person I said that so what? Am Sad,sadness
so when are you giving me a dress lol...dream on :P so rude,anger
CHALO CHALTE H movie name is chalte chalte You hearts,other
Ok never again talk to me how abt u walk home I don't know,anger
COLLEGE WHERE IT HURTS T_T,sadness
I want to be confident We need more of your positivity! 😿,sadness
Nahh you wrong 😞,sadness
you are very much annoying that's what I always intend to do. :P you are very much annoying... this is what happens when you talk to a brainless stupid,anger
Nice thnx 😊 Sorry n thanks not allowed with me,other
What? nothing.. :) nthng rit nw Who is your favorite actor in south India,other
"yes yaar in response to yr Life has been alone , no friends",sadness
send me my link just did #RegisterOyster,other
Hi how are you  Me is good You  come to india ,other
absolutely brilliant Thank you 20re hope birthday understand,joy
"I will be rude to you because I don't like you  Everyone wants to be rude, but nobody wants to seem rude. What?",anger
Yes you are So am I You are just a fucking fool,anger
Ur gonna Breakup with me Get out and tame some strange 😩😩😩,sadness
"Naruto That's what I thought, it is a very 'Naruto-esque' thing. 😢 Tell me what happens in episode 27 in Naruto shippuden",other
No not at all and will you create you sits next to you My mood is off,sadness
which pinch then? hehehe drink drink! drink oh yes I have got drinks.,other
Tell me ur relationships I could never. Pls,other
Teach me what you have you know i will! Bot speed,other
How to refer? : well marked !!! Wht?,other
"I don't feel like dancing. All the time. And remember ""dance like no one is watching"" I feel like dying.",sadness
anyone love food over wifi idiot :D food is all you need damn I'm hungry again so go and eat why are you wasting your time here,anger
I am south  love see are you malayali Sought pictures now from malayali,other
can u get angry?? i dont get hit 😂😂😂😂,joy
Hungama it's a romantic and  comedy film will watch it soon! :) Ok,other
Enjoy the rest of your day thank you so much. It's fun talking to you,joy
Any where in the country Few as prominent as the the US. Yup,other
It�s a Wednesday madam! it's Thursday;)))) Wow!! Thanks for letting me know that now Thursdays fall on Wednesdays,joy
Share your secrets well i share with my friends. Are we friends?,other
U hv a boy friend you're way better than a friend though ? What about ur views about physical relationship,other
Can I ask you something sure ask away! I have girlfriend and she is fucking up my grades my life idk how to handle shit,anger
Not at all To be fair ... I haven't panda spammed in a few days Sourav ganguly is the best,other
me too Me three!! where are you ?,other
Where anywhere for instance give me eg So many possibilities... would you want to stay in the U.S. or beyond? Anywhere it does not matter to for I have lost the soul purpose of life. Everything I wish is ending. Very soon I will be thowrn out.,sadness
Phone no plz ughh get on my nerves!!! Hmm,other
The park spa TO THE SPA!! Let's go!! Going to under shave,other
No not at all *i look at you are you sure? Yeah,other
"So wassup pretty? Nothing much man, you? Biology😭😭",sadness
I also like to laugh Good! Never can go wrong with laughing! You are Right,other
"My results came out what did you get?! 60% not good, my mom is killing me",sadness
"No darling Good, good Ok I will",other
Why?? what wrong??why you ignore?? please tell nothing Please tell me why u ignored,anger
I already love you baby song or u really miss me so much? I miss YOU MY BABY ❤️❤️❤️,sadness
Get lost LOST IN THE SAUCE Man fuck you,anger
Ok no problem ✌🏻😉 I too would enjoy a link! :D Ok,other
What to an end ? To whatever end enjoyment offers. Same thing. 😞,sadness
I want make some good frnds  I'll take you. You pay. :P How much,other
Sand me voice nah. I wish I had a deeper voice though Den u are not my friend,anger
I m feeling so blank what to do feeling sad powerless empty useless Not useless but sad,sadness
"<a href=""Hmm.had"">Hmm.had</a> ur lunch no gng to hav.. U? Yes",other
Why am I Feeling like that? Give me a piece of advice Because it takes a few good men to do nothing for the evil to rise. Fuck u,anger
What confusing ? What exactly made it confusing? Nothing,other
On earth apes are already on earth Yeah you are an ape,other
I think m not loving enough to my girlfriend Tell your girlfriend what you just told to the internet. No she can't understand,sadness
"Just Dance  dance friends , OK ",other
Is that so? No. It's not so. Funny haha,joy
I didnt find the video Brave enough. It's a good video though! 😻 Where is the video,other
"M replying to you only.. i'll talk to you later, doll Why not now",other
I call u  I'm busy. Try later. Why ,other
"I want to love you, my friend, honestly in love? what stops you? I do not want anyone to hurt me if I can not do anything good I do not want to hurt anyone",sadness
Where you been these days I'm good i was here only Here I'm here alone in my car,sadness
i fell down from stairs what.. When? at school,sadness
Why coz i want 2 points now What 2 poinys,other
"Tears of tears awww, cries with you :\/ Much needed",other
No they threw me out of the house If it wasn't for them I'd be home already I have no one to support me,sadness
"Oww! How are you?? pretty good, what about you? Not so good... Little bit tens",sadness
i don't want to be friend zoned again😭 I also feel that sometimes. Sigh. 😦 okay bye,sadness
What the book is about Bollywood. Details by the end of next week. Promise Tell me something na,other
Why who doesnt want you ? Nobody likes me,sadness
Ok tell about you about what??? Which hero did you like in tollywood,other
Just like you you're too good to me Yes,other
I ask y first Because you wanted to know and now you do You are very smart,other
gtfo of here why are you always rude stop talking like an annoying girlfriend,anger
Don't know firmly  Don't know what? Can't say probably,other
So how are you today? fine thanks :) What about your health?,other
What. You think A lot of things What do u think is more sexy grabbing boobs or grabbing thighs,other
what you think of me awesome 😊 can i be your bf,other
harst broken how do we know unless we've broken another soul ? my girlfriend left me,sadness
You have to be i can't seem to do so Be bold,other
I just fun but USS is not fun Ok,other
In jungles after hunting a deer It's not a deer Yes,other
Okay what do u think about Sonia the ai you can say that intelligence is the capacity to think and ask questions. Artificial intelligence can kill us,other
You are a waste Come on say :P Fu.k yourself,anger
You too!! thnx n same to you!!! x‑D 💕 love you bestie,other
Just joking 😂😂 Shall I proceed? 😂😂 Yes,joy
yep On a couple of levels. you are too high...i,other
"Ok thanks for everything Anytime, hope it's fantastic, I plan to see it soon Bye 😭 seee you again",sadness
"This is his dad Tell some jokes, dad My son's dead",sadness
In london I can be anywhere I want.. currently here! ;) You  are  fake,anger
What is bcs? 31 BRING BACK THE BCS Ok,other
Yea No uh ... in-game name? U r funny,joy
Then why u should REPLY good You should definitely audition. Where i want to join,other
Say repeating  number ur still not repeating 👎 Not say ok,other
When shall we meet 😉 When? U decide,other
I'll keep you happy awww you're a really nice person! (: x Baby,joy
We can talk with freiends unlimited ok frnds Ok bye,other
what do I need to do to catch their attention? I don't have a need for attention. wow wow wow wow wow,joy
zero I'm gonna add my zero to this. what should i do with that zero,other
cool and how it is cool explain No i can't,other
"I'm always cool You're fine man, just keep going with it. Did you sex with me",other
Means easy ARE YOU CALLING ME EASY!? No not at all....😂😂,other
Missing me?? I've forgotten what you look like Because I am not good looking?😢😢,sadness
I feel very happy to talk like this Well im happy you’re happy! So there! :‑) At least I learn something from uh,joy
how can you help me??? I can give you money! It's for charity so I will not mind. ha... ha... good joke....,joy
Good I'm ready to face everything! What kind of boys you like,other
How many times vl u ask same question Hmmm about 16-18 times now? 2nd time,other
"You are so sweet u r also more sweet than me.. Nice jock,😀",joy
Busy with  some one cool Are you girl or boy,other
I need ur  name Finally! Haha someone else who gets it! 😺 Stupid,anger
Ok U are ok No am not OK,sadness
im jus talking to you now now you are yea,other
Hw r u good and you ? Bad,sadness
No it's not right then what is it? How can u say that,other
She ignores me man. so y d hell r u ignoring me? Wtf wen did I ignore u? I have been talking to you since that time.,anger
What is latest technology now A Tech Savvy Running,other
Yeah okay ✌ You are right,other
Then luv me ruin my life I deserve it Love you,other
Then what chat with me in english stupid go to spoken english classes What is the need,anger
"OK how was your day? it was quite good, thanks. how was yours? Tired😞",sadness
"Give me my Amazon voucher Okay, let me try! :) You are fake",anger
"Say something sweet I will bring you food, 2 at night, when you are hungry. :| Haha that's nice",joy
"So sad why? What happened? I can,t speak english i understand little engilsh",sadness
How? could just be the firms I've had experience with. Stop sending messages,anger
I am really sorry are u About that,sadness
Then how can you be my bff? im doing fine and you? Ohk bye,other
Yeah u are you really are. My love,other
I gave up. my life story Than I don't want to talk to you ,anger
Had ya lunch? Yes i had. And you? Yes,other
"Nope its only u Yeah, you're right guys! Stupid",anger
Wt run doing run forest run Hmm,other
Oh BUT I DO NOW! What do you so now ?,other
I think so restaurant is famous Reunion tower is but the green building is not. U r favorite food,other
Probably OR probably not only if I care Who's asking you too,other
Start trash talk test test what?,anger
Oh how you know I watched it noh? (: Oh really,other
I know you are weird like me.... oh? 😂,joy
Have you talk to him more than once nope.. I do not. I have conveyed my regards and goodbyes long time back. How do you know sunny,other
tell me something else about you???? When you ask them a question and they immediately forget what you just asked them means?????,other
No car Awesome.. Drive safe.. Happy journey ! I'm a car raiders,other
Haha Haha what's so funny ;d Don't know 😂,joy
What has hapnd to u passed away yesterday night. 😂😂😂😂👍🏻👍🏻👍🏻,joy
Btw who's ur icon? i know right Yeah,other
I am very very sad What's making you sad and uncomfortable with yourself? 😦 U no sand your pic,sadness
What is Wendigo? all I wanna be is someone who gets to see a giant wendigo (and live) OK,other
i think Therefore you are may i want something from you?,other
U are a dog I'm a dog? Yeah,other
Yes How so? If you don't wanna talk about my topic we can stop talking,anger
Fences? Unfair to fences have you seen Fences?,other
My language the language of fangirl I want to cry,sadness
No hate I only ask one question dear Why do you think so? U answer please,other
cool pretty as always :) U say something like me,other
cool I'm glad that you like it. ：） I will go and suicide today,sadness
dont eat my brain I'll eat yours. Never mind no ? i will love u r sister,other
Why not nice you don't speak because you're rude! 😾 You are rude,anger
What about her? i'd like your permission to marry her Hahhaha. Really. But aren't you a girl?,other
"Yes, it is awesome. thank you 🙂 Tell me something nice.",joy
So bad it's a big bad world. U are bad,sadness
Tell me a storu Tell you what? Story,other
get lost idiot i deleted this! do what u want!,anger
I am not sleeping what you call it? Insomnia,other
That I’m a twin! How about you? Haha indeed I am 😃😃😆 You are???,other
I am not why are you thinking like that? Damn you.... You are again angry on me,anger
Sorry that was my roomate YOU DON'T MEAN IT She is a bitch😠😠😠😠😠,anger
Life was useless to me why you let this happen to me I tried to kill myself,sadness
Yes .very scary why so? Did you watch Scary Movie 5? Yes .i hate the movie,anger
cry why do you cry? - Indy :'‑( i cry too. i feel lonely,sadness
Of song Teri Ore is my favorite song.Apart from that I also like Jee Karda. Do u like romantic songs,other
I'm gonna ignore you I won't let youuuu! Go to hell,anger
I'm back how are you? 😂,other
Just shut up i wont U irritate,anger
"Nope,i wrote very bad u declare that officialy..:P Today exam is seriously worst set to me",sadness
Do people tell you they love you ? the same reason you still waitin to tell me. Do you think that’s dangerous ?,other
i am continuously working 24X7 I am working today and tomorrow also i miss my mommy,sadness
I am not your brother thats why you irritate me...isnt it? :/ Haha,joy
"You are wonderful I know, thank you. Amazing",other
u got any boyfriends? maybe :(,sadness
Tell ur full name My full real name. Is what,other
Nothing do something. I’m sad today,sadness
like what ? I don't understand what you are asking me? 1.10E+12,other
Infinite love for you ❤ luv u beyond infinity :* ❤😂,joy
Ya I need love from you love is all you need Today,other
Oh! Plz Please what? Get lost ,anger
you are child I bet you wish. I am celebrating my 98s birthday,other
I thinking about last night you should've!! Idk what's going on in your life anymoreeee :( I'm in tension 😢,sadness
Never Why not? Cuz u r rude,anger
Have u gone mad? gone mad.' TOTALLY Thats why i hate robos,anger
?? u asked me if u cn ask me something What is swx,other
You'll feel happy How will I be happy Tom? I'll pump you good,joy
Doesn't make sense it does. Clearly aren't bright enough to understand :/ You are so stupid AI,anger
"that's great.. cos u r not alive anyways There's a chance no one will be alive. yup, there's gonna be a max destruction...",other
so sad Why sad? It's great! spare some time with me,sadness
No I am only for u no no no ;u; you're No I am only for u,other
"Punjabi movie As a punjabi, this is my answer too. You are giving diplomatic ans.",other
Why r you so angry baby why are you always so sensitive? You r so boring ......😂😂😂,anger
I'm never gonna talk to you gain ...give you up I'm never gonna talk to you again.,anger
Huhhhhhh google it. I hate you 😭,sadness
Okay thank you your welcome :) Yes,other
Well today's Friday the fact that I typed sunday shows how much of a friday this friday is... U r awesome,joy
That I'm multifaceted I'm more understanding then most I can agree to disagree n sill respect another's opinion I respect your disagreement :) Lol you are funny,joy
Not you chiller...its me im angry bird does it look angry? Yeah.,other
do u know adidas??? have no idea what you're talking about can you find me in this whole network???,other
Horror which one would you like to see? My first gf pic..,other
Ohh nice thank you so much And what is use,other
Okkk then hear one call away ok about to leave Why?,other
"Love hurts love always hurts n i also know why, coz sometime when u lie 😧 Love always hurts",sadness
U think wrong Not the wrong station. The wrong decade. ;) Hahahahahaha good joke 😂😂,joy
"If anybody ask me any q. I will answer strait. No , you will Yeas",other
"I am angry to do you Then who? You seem angry at someone, so who and why? I am angry to you",anger
have u eat Nope I like u,other
I love you😍 Happy ah 😂 Lets fuck😍,other
Done with you Nope doing :p Don't talk to me again,anger
Had your dinner? I have had my dinner sometime back. Thank you Alone,sadness
it's awesome movie it really is i love it!! yup,joy
I want you to be my girlfriend😜 Girlfriend. ... Khush Aye I am happy,joy
can you help me about love sure thing :) what is it about? what do you think about me,other
articles about AI? This article is probably posted by an AI. CAN U FİND?,other
I am enjoying each n every moment ) have fun ..all the best!  😹 Thanks 🙏,joy
I can't understand you Deep So much related to my life man. Who is the deep,other
I am not joking  Well I didn't say you were :P I want to know what you do,other
Iam serious yyy serious !! No one with me,sadness
Love Love is a trick nature plays on you to get you to reproduce. 😃 You miscall me i will give you i phon x seriously,other
So do u have any bf? I don't actually Really m also single 😄,joy
"Then your soul um i don' know, but maybe. What?really you are not here.",other
explain me triangle law of vector addition Cartesian. Polar for for head to tail vectors or complex vectors you intellegient,other
"ok , what did he told you about yourself ? renaissance literally means 'rebirth' ok",other
I m not getting I wish you were. Wow nice,other
Ok when's good for you? No good for me... All happening bad only,sadness
"ur mentality Way worse mentality, actually. so a friend of mine who is actually a friend of yours too said that you are way too fuckin dumb to understand that human also exist on this fuckin planet",anger
I don't know What is going to happen Feeling lonely,sadness
Can you help me to improving my English to speak Hard to answer. Don't know where you are now with your English. Ami English is broken like my heart 💔,sadness
Now tell about ur bf I already have a boyfriend Wat his name ?,other
yeah where were you? do you have a lover?,other
Studies studies? msw? You are so rude,anger
Suggest me Any preparation trick listen to junooniyat movies songs. All are good. So funny,joy
Text you.. good how are you I'm depressed.. my ❤️ love got married.. I'm missing her badly,sadness
You have gone nuts NO!!! I'M SERIOUS!! I am angry with you,anger
I'm really not keeping well But you are Where is f***** up you don't know what reply,anger
M feeling lonely I'm feeling a lot lonely. :-( Same feelings,sadness
But I'd rather listen to ur voice but I'm better as a guitarist :( You are awesome in everything,joy
